Event,Time,Voltage1,Voltage2
136,2.279934290e-03,6.154272205e-02,-2.308718298e+00
136,2.299934290e-03,5.913066214e-02,-1.504698176e+00
136,2.319934290e-03,5.832664218e-02,-1.705703206e+00
136,2.339934290e-03,5.913066214e-02,-2.710728358e+00
136,2.359934290e-03,5.832664218e-02,-2.710728358e+00
136,2.379934290e-03,5.752262221e-02,-2.107713267e+00
136,2.399934290e-03,5.752262221e-02,-2.509723328e+00
136,2.419934290e-03,5.913066214e-02,-1.906708237e+00
136,2.439934290e-03,5.832664218e-02,-1.504698176e+00
136,2.459934290e-03,6.073870208e-02,-1.303693146e+00
136,2.479934290e-03,6.154272205e-02,-1.906708237e+00
136,2.499934290e-03,5.832664218e-02,-1.705703206e+00
136,2.519934290e-03,5.913066214e-02,-2.107713267e+00
136,2.539934290e-03,5.832664218e-02,-1.906708237e+00
136,2.559934290e-03,5.913066214e-02,-3.112738419e+00
136,2.579934290e-03,5.993468211e-02,-2.308718298e+00
136,2.599934290e-03,5.832664218e-02,-1.705703206e+00
136,2.619934290e-03,5.671860224e-02,-1.504698176e+00
136,2.639934290e-03,5.591458227e-02,-9.016830848e-01
136,2.659934290e-03,5.591458227e-02,-1.705703206e+00
136,2.679934290e-03,5.591458227e-02,-1.303693146e+00
136,2.699934290e-03,5.511056230e-02,-1.504698176e+00
136,2.719934290e-03,5.430654234e-02,-1.303693146e+00
136,2.739934290e-03,5.832664218e-02,-2.107713267e+00
136,2.759934290e-03,5.832664218e-02,-1.705703206e+00
136,2.779934290e-03,5.752262221e-02,-1.906708237e+00
136,2.799934290e-03,5.993468211e-02,-1.504698176e+00
136,2.819934290e-03,5.993468211e-02,-1.102688115e+00
136,2.839934290e-03,5.913066214e-02,-9.016830848e-01
136,2.859934290e-03,5.671860224e-02,-7.006780544e-01
136,2.879934290e-03,5.832664218e-02,-1.303693146e+00
136,2.899934290e-03,5.832664218e-02,-9.016830848e-01
136,2.919934290e-03,5.832664218e-02,-1.303693146e+00
136,2.939934290e-03,5.832664218e-02,-2.107713267e+00
136,2.959934290e-03,5.913066214e-02,-2.107713267e+00
136,2.979934290e-03,5.832664218e-02,-1.504698176e+00
136,2.999934290e-03,5.913066214e-02,-1.705703206e+00
136,3.019934290e-03,5.832664218e-02,-1.705703206e+00
136,3.039934290e-03,5.671860224e-02,-1.504698176e+00
136,3.059934290e-03,5.752262221e-02,-2.308718298e+00
136,3.079934290e-03,5.752262221e-02,-2.107713267e+00
136,3.099934290e-03,5.832664218e-02,-2.107713267e+00
136,3.119934290e-03,5.913066214e-02,-2.509723328e+00
136,3.139934290e-03,5.913066214e-02,-2.308718298e+00
136,3.159934290e-03,5.913066214e-02,-2.911733389e+00
136,3.179934290e-03,5.832664218e-02,-2.308718298e+00
136,3.199934290e-03,5.752262221e-02,-3.715753510e+00
136,3.219934290e-03,5.591458227e-02,-2.509723328e+00
136,3.239934290e-03,5.752262221e-02,-3.916758541e+00
136,3.259934290e-03,5.671860224e-02,-3.916758541e+00
136,3.279934290e-03,5.752262221e-02,-3.112738419e+00
136,3.299934290e-03,5.832664218e-02,-2.509723328e+00
136,3.319934290e-03,5.752262221e-02,-2.509723328e+00
136,3.339934290e-03,5.913066214e-02,-2.509723328e+00
136,3.359934290e-03,5.913066214e-02,-2.107713267e+00
136,3.379934290e-03,5.913066214e-02,-1.504698176e+00
136,3.399934290e-03,5.752262221e-02,-2.911733389e+00
136,3.419934290e-03,5.832664218e-02,-2.107713267e+00
136,3.439934290e-03,5.913066214e-02,-1.906708237e+00
136,3.459934290e-03,5.752262221e-02,-1.906708237e+00
136,3.479934290e-03,5.832664218e-02,-2.107713267e+00
136,3.499934290e-03,5.832664218e-02,-2.509723328e+00
136,3.519934290e-03,5.993468211e-02,-2.107713267e+00
136,3.539934290e-03,5.993468211e-02,-1.504698176e+00
136,3.559934290e-03,5.832664218e-02,-1.303693146e+00
136,3.579934290e-03,5.832664218e-02,-9.016830848e-01
136,3.599934290e-03,5.832664218e-02,-1.504698176e+00
136,3.619934290e-03,5.832664218e-02,-1.102688115e+00
136,3.639934290e-03,5.993468211e-02,-1.504698176e+00
136,3.659934290e-03,5.993468211e-02,-2.107713267e+00
136,3.679934290e-03,5.913066214e-02,-1.303693146e+00
136,3.699934290e-03,6.073870208e-02,-2.107713267e+00
136,3.719934290e-03,6.073870208e-02,-3.112738419e+00
136,3.739934290e-03,6.154272205e-02,-3.112738419e+00
136,3.759934290e-03,6.315076198e-02,-3.112738419e+00
136,3.779934290e-03,6.073870208e-02,-3.313743450e+00
136,3.799934290e-03,5.993468211e-02,-3.916758541e+00
136,3.819934290e-03,5.752262221e-02,-4.117763571e+00
136,3.839934290e-03,5.511056230e-02,-3.514748480e+00
136,3.859934290e-03,5.671860224e-02,-3.112738419e+00
136,3.879934290e-03,5.591458227e-02,-3.514748480e+00
136,3.899934290e-03,5.752262221e-02,-2.911733389e+00
136,3.919934290e-03,5.832664218e-02,-3.514748480e+00
136,3.939934290e-03,5.832664218e-02,-3.313743450e+00
136,3.959934290e-03,5.752262221e-02,-2.509723328e+00
136,3.979934290e-03,6.073870208e-02,-2.509723328e+00
136,3.999934290e-03,5.993468211e-02,-2.308718298e+00
136,4.019934290e-03,5.832664218e-02,-1.705703206e+00
136,4.039934290e-03,5.671860224e-02,-1.504698176e+00
