Event,Voltage1,Voltage2
22,-0.09657041536,2.766331238
22,-0.1126508147,2.766331238
22,-0.104610615,2.886934272
22,-0.09657041536,2.886934272
22,-0.080490016,2.80653225
22,-0.104610615,2.927135283
22,-0.1126508147,2.927135283
22,-0.1126508147,2.967336294
22,-0.1287312141,3.087939328
22,-0.1448116134,3.087939328
22,-0.1367714138,3.047738317
22,-0.104610615,2.967336294
22,-0.1206910144,3.087939328
22,-0.1126508147,3.047738317
22,-0.1126508147,3.087939328
22,-0.1206910144,3.087939328
22,-0.1126508147,3.128140339
22,-0.09657041536,3.087939328
22,-0.09657041536,3.047738317
22,-0.07244981632,3.047738317
22,-0.080490016,3.16834135
22,-0.08853021568,3.208542362
22,-0.080490016,3.087939328
22,-0.09657041536,3.087939328
22,-0.08853021568,3.087939328
22,-0.08853021568,3.087939328
22,-0.08853021568,3.128140339
22,-0.1206910144,3.128140339
22,-0.104610615,3.047738317
22,-0.1206910144,2.927135283
22,-0.1126508147,2.846733261
22,-0.09657041536,2.766331238
22,-0.080490016,2.685929216
22,-0.09657041536,2.605527194
22,-0.104610615,2.605527194
22,-0.1206910144,2.726130227
22,-0.09657041536,2.685929216
22,-0.08853021568,2.766331238
22,-0.08853021568,2.886934272
22,-0.07244981632,2.80653225
22,-0.07244981632,2.927135283
22,-0.09657041536,2.846733261
22,-0.1206910144,2.846733261
22,-0.1206910144,2.766331238
22,-0.1206910144,2.766331238
22,-0.1126508147,2.766331238
22,-0.1528518131,2.685929216
22,-0.1206910144,2.645728205
22,-0.1287312141,2.645728205
22,-0.1206910144,2.645728205
22,-0.1126508147,2.645728205
22,-0.1126508147,2.645728205
22,-0.104610615,2.645728205
22,-0.09657041536,2.645728205
22,-0.08853021568,2.48492416
22,-0.1930528115,4.092964608
22,-0.4342588019,4.81658281
