Event,channel1,channel2,Time,Voltage
1,0.05956910144,-0.015445955199999972,-3.420065710e-03,5.956910144e-02
1,0.057157041536,-0.011425854079999992,-3.400065710e-03,5.715704154e-02
1,0.056353021568,-0.011425854079999992,-3.380065710e-03,5.635302157e-02
1,0.057157041536,-0.007405752959999984,-3.360065710e-03,5.715704154e-02
1,0.057157041536,-0.0033856518399999758,-3.340065710e-03,5.715704154e-02
1,0.057961061504,-0.0033856518399999758,-3.320065710e-03,5.796106150e-02
1,0.058765081472,-0.011425854079999992,-3.300065710e-03,5.876508147e-02
1,0.060373121408,-0.007405752959999984,-3.280065710e-03,6.037312141e-02
1,0.060373121408,-0.015445955199999972,-3.260065710e-03,6.037312141e-02
1,0.061177141376,-0.015445955199999972,-3.240065710e-03,6.117714138e-02
1,0.061177141376,-0.007405752959999984,-3.220065710e-03,6.117714138e-02
1,0.057157041536,-0.0033856518399999758,-3.200065710e-03,5.715704154e-02
1,0.057157041536,-0.007405752959999984,-3.180065710e-03,5.715704154e-02
1,0.0555490016,-0.007405752959999984,-3.160065710e-03,5.554900160e-02
1,0.054744981632,-0.0033856518399999758,-3.140065710e-03,5.474498163e-02
1,0.053940961664,-0.007405752959999984,-3.120065710e-03,5.394096166e-02
1,0.053136941696,-0.01946605631999998,-3.100065710e-03,5.313694170e-02
1,0.054744981632,-0.01946605631999998,-3.080065710e-03,5.474498163e-02
1,0.054744981632,-0.02348615743999999,-3.060065710e-03,5.474498163e-02
1,0.0555490016,-0.01946605631999998,-3.040065710e-03,5.554900160e-02
1,0.054744981632,-0.011425854079999992,-3.020065710e-03,5.474498163e-02
1,0.0555490016,-0.015445955199999972,-3.000065710e-03,5.554900160e-02
1,0.057961061504,-0.011425854079999992,-2.980065710e-03,5.796106150e-02
1,0.058765081472,-0.011425854079999992,-2.960065710e-03,5.876508147e-02
1,0.057961061504,-0.007405752959999984,-2.940065710e-03,5.796106150e-02
1,0.057961061504,-0.01946605631999998,-2.920065710e-03,5.796106150e-02
1,0.058765081472,-0.011425854079999992,-2.900065710e-03,5.876508147e-02
1,0.0555490016,-0.015445955199999972,-2.880065710e-03,5.554900160e-02
1,0.054744981632,-0.007405752959999984,-2.860065710e-03,5.474498163e-02
1,0.054744981632,-0.011425854079999992,-2.840065710e-03,5.474498163e-02
1,0.054744981632,-0.011425854079999992,-2.820065710e-03,5.474498163e-02
1,0.053940961664,-0.007405752959999984,-2.800065710e-03,5.394096166e-02
1,0.053136941696,-0.007405752959999984,-2.780065710e-03,5.313694170e-02
1,0.054744981632,-0.02348615743999999,-2.760065710e-03,5.474498163e-02
1,0.054744981632,-0.015445955199999972,-2.740065710e-03,5.474498163e-02
1,0.053940961664,-0.015445955199999972,-2.720065710e-03,5.394096166e-02
1,0.0555490016,-0.015445955199999972,-2.700065710e-03,5.554900160e-02
1,0.054744981632,-0.011425854079999992,-2.680065710e-03,5.474498163e-02
1,0.0555490016,-0.007405752959999984,-2.660065710e-03,5.554900160e-02
1,0.054744981632,-0.007405752959999984,-2.640065710e-03,5.474498163e-02
1,0.054744981632,-0.007405752959999984,-2.620065710e-03,5.474498163e-02
1,0.0555490016,-0.0033856518399999758,-2.600065710e-03,5.554900160e-02
1,0.056353021568,-0.007405752959999984,-2.580065710e-03,5.635302157e-02
1,0.054744981632,-0.015445955199999972,-2.560065710e-03,5.474498163e-02
1,0.053940961664,-0.015445955199999972,-2.540065710e-03,5.394096166e-02
1,0.053940961664,-0.011425854079999992,-2.520065710e-03,5.394096166e-02
1,0.052332921728,-0.007405752959999984,-2.500065710e-03,5.233292173e-02
1,0.052332921728,-0.007405752959999984,-2.480065710e-03,5.233292173e-02
1,0.050724881792,-0.011425854079999992,-2.460065710e-03,5.072488179e-02
1,0.053136941696,-0.007405752959999984,-2.440065710e-03,5.313694170e-02
1,0.053940961664,-0.0033856518399999758,-2.420065710e-03,5.394096166e-02
1,0.0555490016,-0.0033856518399999758,-2.400065710e-03,5.554900160e-02
1,0.0555490016,-0.01946605631999998,-2.380065710e-03,5.554900160e-02
1,0.053940961664,-0.015445955199999972,-2.360065710e-03,5.394096166e-02
1,0.052332921728,-0.011425854079999992,-2.340065710e-03,5.233292173e-02
1,0.053940961664,-0.011425854079999992,-2.320065710e-03,5.394096166e-02
1,0.053940961664,-0.011425854079999992,-2.300065710e-03,5.394096166e-02
1,0.0555490016,-0.01946605631999998,-2.280065710e-03,5.554900160e-02
1,0.0555490016,-0.015445955199999972,-2.260065710e-03,5.554900160e-02
1,0.054744981632,-0.015445955199999972,-2.240065710e-03,5.474498163e-02
1,0.053136941696,-0.015445955199999972,-2.220065710e-03,5.313694170e-02
1,0.056353021568,-0.01946605631999998,-2.200065710e-03,5.635302157e-02
1,0.0555490016,-0.01946605631999998,-2.180065710e-03,5.554900160e-02
1,0.053136941696,-0.011425854079999992,-2.160065710e-03,5.313694170e-02
1,0.053940961664,-0.007405752959999984,-2.140065710e-03,5.394096166e-02
1,0.053940961664,-0.011425854079999992,-2.120065710e-03,5.394096166e-02
1,0.052332921728,-0.007405752959999984,-2.100065710e-03,5.233292173e-02
1,0.053940961664,-0.0033856518399999758,-2.080065710e-03,5.394096166e-02
1,0.053940961664,-0.015445955199999972,-2.060065710e-03,5.394096166e-02
1,0.054744981632,-0.007405752959999984,-2.040065710e-03,5.474498163e-02
1,0.053940961664,-0.011425854079999992,-2.020065710e-03,5.394096166e-02
1,0.058765081472,-0.007405752959999984,-2.000065710e-03,5.876508147e-02
1,0.057961061504,-0.0033856518399999758,-1.980065710e-03,5.796106150e-02
1,0.057157041536,-0.015445955199999972,-1.960065710e-03,5.715704154e-02
1,0.057157041536,-0.011425854079999992,-1.940065710e-03,5.715704154e-02
1,0.0555490016,-0.011425854079999992,-1.920065710e-03,5.554900160e-02
1,0.0555490016,-0.011425854079999992,-1.900065710e-03,5.554900160e-02
1,0.053940961664,-0.007405752959999984,-1.880065710e-03,5.394096166e-02
1,0.0555490016,-0.007405752959999984,-1.860065710e-03,5.554900160e-02
1,0.057157041536,-0.007405752959999984,-1.840065710e-03,5.715704154e-02
1,0.057157041536,-0.0033856518399999758,-1.820065710e-03,5.715704154e-02
1,0.056353021568,-0.011425854079999992,-1.800065710e-03,5.635302157e-02
1,0.057961061504,-0.011425854079999992,-1.780065710e-03,5.796106150e-02
1,0.057961061504,-0.007405752959999984,-1.760065710e-03,5.796106150e-02
1,0.058765081472,-0.007405752959999984,-1.740065710e-03,5.876508147e-02
1,0.057157041536,-0.011425854079999992,-1.720065710e-03,5.715704154e-02
1,0.057157041536,-0.0033856518399999758,-1.700065710e-03,5.715704154e-02
1,0.056353021568,-0.011425854079999992,-1.680065710e-03,5.635302157e-02
1,0.0555490016,-0.007405752959999984,-1.660065710e-03,5.554900160e-02
1,0.0555490016,-0.007405752959999984,-1.640065710e-03,5.554900160e-02
1,0.054744981632,-0.0033856518399999758,-1.620065710e-03,5.474498163e-02
1,0.053940961664,-0.011425854079999992,-1.600065710e-03,5.394096166e-02
1,0.053940961664,-0.0033856518399999758,-1.580065710e-03,5.394096166e-02
1,0.054744981632,-0.007405752959999984,-1.560065710e-03,5.474498163e-02
1,0.052332921728,-0.0033856518399999758,-1.540065710e-03,5.233292173e-02
1,0.056353021568,-0.0033856518399999758,-1.520065710e-03,5.635302157e-02
1,0.054744981632,-0.0033856518399999758,-1.500065710e-03,5.474498163e-02
1,0.0555490016,-0.0033856518399999758,-1.480065710e-03,5.554900160e-02
1,0.0555490016,-0.011425854079999992,-1.460065710e-03,5.554900160e-02
1,0.054744981632,-0.015445955199999972,-1.440065710e-03,5.474498163e-02
1,0.053940961664,-0.02348615743999999,-1.420065710e-03,5.394096166e-02
1,0.053940961664,-0.015445955199999972,-1.400065710e-03,5.394096166e-02
1,0.054744981632,-0.011425854079999992,-1.380065710e-03,5.474498163e-02
1,0.054744981632,-0.01946605631999998,-1.360065710e-03,5.474498163e-02
1,0.057961061504,-0.011425854079999992,-1.340065710e-03,5.796106150e-02
1,0.057961061504,-0.011425854079999992,-1.320065710e-03,5.796106150e-02
1,0.057157041536,-0.007405752959999984,-1.300065710e-03,5.715704154e-02
1,0.060373121408,-0.015445955199999972,-1.280065710e-03,6.037312141e-02
1,0.062785181312,-0.015445955199999972,-1.260065710e-03,6.278518131e-02
1,0.061981161344,-0.015445955199999972,-1.240065710e-03,6.198116134e-02
1,0.060373121408,-0.011425854079999992,-1.220065710e-03,6.037312141e-02
1,0.060373121408,-0.007405752959999984,-1.200065710e-03,6.037312141e-02
1,0.058765081472,-0.0033856518399999758,-1.180065710e-03,5.876508147e-02
1,0.060373121408,-0.0033856518399999758,-1.160065710e-03,6.037312141e-02
1,0.057961061504,-0.007405752959999984,-1.140065710e-03,5.796106150e-02
1,0.0555490016,-0.011425854079999992,-1.120065710e-03,5.554900160e-02
1,0.056353021568,-0.007405752959999984,-1.100065710e-03,5.635302157e-02
1,0.057961061504,-0.01946605631999998,-1.080065710e-03,5.796106150e-02
1,0.058765081472,-0.01946605631999998,-1.060065710e-03,5.876508147e-02
1,0.05956910144,-0.015445955199999972,-1.040065710e-03,5.956910144e-02
1,0.060373121408,-0.02348615743999999,-1.020065710e-03,6.037312141e-02
1,0.057157041536,-0.03152635967999998,-1.000065710e-03,5.715704154e-02
1,0.057157041536,-0.02348615743999999,-9.800657100e-04,5.715704154e-02
1,0.057157041536,-0.035546460799999985,-9.600657100e-04,5.715704154e-02
1,0.05956910144,-0.02348615743999999,-9.400657100e-04,5.956910144e-02
1,0.058765081472,-0.02348615743999999,-9.200657100e-04,5.876508147e-02
1,0.058765081472,-0.01946605631999998,-9.000657100e-04,5.876508147e-02
1,0.058765081472,-0.015445955199999972,-8.800657100e-04,5.876508147e-02
1,0.05956910144,-0.01946605631999998,-8.600657100e-04,5.956910144e-02
1,0.058765081472,-0.035546460799999985,-8.400657100e-04,5.876508147e-02
1,0.056353021568,-0.02750625855999997,-8.200657100e-04,5.635302157e-02
1,0.057961061504,-0.02348615743999999,-8.000657100e-04,5.796106150e-02
1,0.057157041536,-0.015445955199999972,-7.800657100e-04,5.715704154e-02
1,0.057157041536,-0.015445955199999972,-7.600657100e-04,5.715704154e-02
1,0.0555490016,-0.02348615743999999,-7.400657100e-04,5.554900160e-02
1,0.0555490016,-0.02750625855999997,-7.200657100e-04,5.554900160e-02
1,0.053136941696,-0.02750625855999997,-7.000657100e-04,5.313694170e-02
1,0.053940961664,-0.01946605631999998,-6.800657100e-04,5.394096166e-02
1,0.056353021568,-0.01946605631999998,-6.600657100e-04,5.635302157e-02
1,0.054744981632,-0.01946605631999998,-6.400657100e-04,5.474498163e-02
1,0.054744981632,-0.015445955199999972,-6.200657100e-04,5.474498163e-02
1,0.053136941696,-0.011425854079999992,-6.000657100e-04,5.313694170e-02
1,0.054744981632,-0.011425854079999992,-5.800657100e-04,5.474498163e-02
1,0.0555490016,-0.015445955199999972,-5.600657100e-04,5.554900160e-02
1,0.053940961664,-0.011425854079999992,-5.400657100e-04,5.394096166e-02
1,0.053940961664,-0.007405752959999984,-5.200657100e-04,5.394096166e-02
1,0.052332921728,-0.007405752959999984,-5.000657100e-04,5.233292173e-02
1,0.053136941696,-0.0033856518399999758,-4.800657100e-04,5.313694170e-02
1,0.053940961664,-0.0033856518399999758,-4.600657100e-04,5.394096166e-02
1,0.053940961664,-0.0033856518399999758,-4.400657100e-04,5.394096166e-02
1,0.054744981632,-0.0033856518399999758,-4.200657100e-04,5.474498163e-02
1,0.053136941696,-0.015445955199999972,-4.000657100e-04,5.313694170e-02
1,0.053940961664,-0.02750625855999997,-3.800657100e-04,5.394096166e-02
1,0.054744981632,-0.03152635967999998,-3.600657100e-04,5.474498163e-02
1,0.056353021568,-0.02348615743999999,-3.400657100e-04,5.635302157e-02
1,0.056353021568,-0.01946605631999998,-3.200657100e-04,5.635302157e-02
1,0.057961061504,-0.02348615743999999,-3.000657100e-04,5.796106150e-02
1,0.058765081472,-0.015445955199999972,-2.800657100e-04,5.876508147e-02
1,0.057157041536,-0.015445955199999972,-2.600657100e-04,5.715704154e-02
1,0.056353021568,-0.011425854079999992,-2.400657100e-04,5.635302157e-02
1,0.056353021568,-0.011425854079999992,-2.200657100e-04,5.635302157e-02
1,0.056353021568,-0.0033856518399999758,-2.000657100e-04,5.635302157e-02
1,0.056353021568,-0.007405752959999984,-1.800657100e-04,5.635302157e-02
1,0.056353021568,-0.011425854079999992,-1.600657100e-04,5.635302157e-02
1,0.058765081472,-0.015445955199999972,-1.400657100e-04,5.876508147e-02
1,0.058765081472,-0.011425854079999992,-1.200657100e-04,5.876508147e-02
1,0.057961061504,-0.011425854079999992,-1.000657100e-04,5.796106150e-02
1,0.0555490016,-0.0033856518399999758,-8.006571000e-05,5.554900160e-02
1,0.0555490016,-0.007405752959999984,-6.006571000e-05,5.554900160e-02
1,0.057157041536,-0.0033856518399999758,-4.006571000e-05,5.715704154e-02
1,0.05956910144,-0.015445955199999972,-2.006571000e-05,5.956910144e-02
1,0.105398239616,-0.011425854079999992,-6.571000000e-08,1.053982396e-01
1,0.129518838656,-0.011425854079999992,1.993429000e-05,1.295188387e-01
1,0.125498738816,-0.02750625855999997,3.993429000e-05,1.254987388e-01
1,0.118262559104,-0.02750625855999997,5.993429000e-05,1.182625591e-01
1,0.11424245926400001,-0.02750625855999997,7.993429000e-05,1.142424593e-01
1,0.10781029952,-0.015445955199999972,9.993429000e-05,1.078102995e-01
1,0.102182159744,-0.01946605631999998,1.199342900e-04,1.021821597e-01
1,0.09575,-0.015445955199999972,1.399342900e-04,9.575000000e-02
1,0.09172990016,-0.011425854079999992,1.599342900e-04,9.172990016e-02
1,0.08770980032,-0.011425854079999992,1.799342900e-04,8.770980032e-02
1,0.086101760384,-0.011425854079999992,1.999342900e-04,8.610176038e-02
1,0.082081660544,-0.0033856518399999758,2.199342900e-04,8.208166054e-02
1,0.081277640576,-0.0033856518399999758,2.399342900e-04,8.127764058e-02
1,0.07966960064,-0.0033856518399999758,2.599342900e-04,7.966960064e-02
1,0.076453520768,-0.0033856518399999758,2.799342900e-04,7.645352077e-02
1,0.074845480832,-0.0033856518399999758,2.999342900e-04,7.484548083e-02
1,0.0756495008,-0.0033856518399999758,3.199342900e-04,7.564950080e-02
1,0.073237440896,0.0006344492800000323,3.399342900e-04,7.323744090e-02
1,0.074041460864,-0.011425854079999992,3.599342900e-04,7.404146086e-02
1,0.073237440896,-0.007405752959999984,3.799342900e-04,7.323744090e-02
1,0.073237440896,-0.007405752959999984,3.999342900e-04,7.323744090e-02
1,0.07162940096,-0.0033856518399999758,4.199342900e-04,7.162940096e-02
1,0.06760930111999999,-0.0033856518399999758,4.399342900e-04,6.760930112e-02
1,0.065197241216,-0.0033856518399999758,4.599342900e-04,6.519724122e-02
1,0.066001261184,-0.0033856518399999758,4.799342900e-04,6.600126118e-02
1,0.066805281152,-0.0033856518399999758,4.999342900e-04,6.680528115e-02
1,0.06439322124800001,-0.03152635967999998,5.199342900e-04,6.439322125e-02
1,0.06760930111999999,-0.02750625855999997,5.399342900e-04,6.760930112e-02
1,0.066001261184,-0.015445955199999972,5.599342900e-04,6.600126118e-02
1,0.066001261184,-0.011425854079999992,5.799342900e-04,6.600126118e-02
1,0.065197241216,-0.007405752959999984,5.999342900e-04,6.519724122e-02
1,0.06358920128000001,-0.007405752959999984,6.199342900e-04,6.358920128e-02
1,0.061981161344,-0.007405752959999984,6.399342900e-04,6.198116134e-02
1,0.05956910144,-0.011425854079999992,6.599342900e-04,5.956910144e-02
1,0.06358920128000001,-0.011425854079999992,6.799342900e-04,6.358920128e-02
1,0.061981161344,-0.011425854079999992,6.999342900e-04,6.198116134e-02
1,0.06358920128000001,-0.015445955199999972,7.199342900e-04,6.358920128e-02
1,0.06358920128000001,-0.03152635967999998,7.399342900e-04,6.358920128e-02
1,0.062785181312,-0.02348615743999999,7.599342900e-04,6.278518131e-02
1,0.05956910144,-0.015445955199999972,7.799342900e-04,5.956910144e-02
1,0.05956910144,-0.011425854079999992,7.999342900e-04,5.956910144e-02
1,0.058765081472,-0.007405752959999984,8.199342900e-04,5.876508147e-02
1,0.057961061504,-0.011425854079999992,8.399342900e-04,5.796106150e-02
1,0.0555490016,-0.007405752959999984,8.599342900e-04,5.554900160e-02
1,0.054744981632,-0.011425854079999992,8.799342900e-04,5.474498163e-02
1,0.0555490016,-0.007405752959999984,8.999342900e-04,5.554900160e-02
1,0.056353021568,-0.0033856518399999758,9.199342900e-04,5.635302157e-02
1,0.057961061504,-0.0033856518399999758,9.399342900e-04,5.796106150e-02
1,0.05956910144,-0.0033856518399999758,9.599342900e-04,5.956910144e-02
1,0.058765081472,-0.015445955199999972,9.799342900e-04,5.876508147e-02
1,0.058765081472,-0.01946605631999998,9.999342900e-04,5.876508147e-02
1,0.056353021568,-0.011425854079999992,1.019934290e-03,5.635302157e-02
1,0.054744981632,-0.01946605631999998,1.039934290e-03,5.474498163e-02
1,0.057961061504,-0.007405752959999984,1.059934290e-03,5.796106150e-02
1,0.05956910144,-0.007405752959999984,1.079934290e-03,5.956910144e-02
1,0.060373121408,-0.007405752959999984,1.099934290e-03,6.037312141e-02
1,0.060373121408,-0.01946605631999998,1.119934290e-03,6.037312141e-02
1,0.058765081472,-0.02348615743999999,1.139934290e-03,5.876508147e-02
1,0.057157041536,-0.02750625855999997,1.159934290e-03,5.715704154e-02
1,0.056353021568,-0.02750625855999997,1.179934290e-03,5.635302157e-02
1,0.057961061504,-0.01946605631999998,1.199934290e-03,5.796106150e-02
1,0.058765081472,-0.015445955199999972,1.219934290e-03,5.876508147e-02
1,0.057157041536,-0.011425854079999992,1.239934290e-03,5.715704154e-02
1,0.058765081472,-0.011425854079999992,1.259934290e-03,5.876508147e-02
1,0.061177141376,-0.0033856518399999758,1.279934290e-03,6.117714138e-02
1,0.061177141376,-0.007405752959999984,1.299934290e-03,6.117714138e-02
1,0.060373121408,-0.007405752959999984,1.319934290e-03,6.037312141e-02
1,0.05956910144,-0.011425854079999992,1.339934290e-03,5.956910144e-02
1,0.057961061504,-0.011425854079999992,1.359934290e-03,5.796106150e-02
1,0.057157041536,-0.011425854079999992,1.379934290e-03,5.715704154e-02
1,0.057961061504,-0.011425854079999992,1.399934290e-03,5.796106150e-02
1,0.057961061504,-0.011425854079999992,1.419934290e-03,5.796106150e-02
1,0.05956910144,-0.0033856518399999758,1.439934290e-03,5.956910144e-02
1,0.062785181312,-0.0033856518399999758,1.459934290e-03,6.278518131e-02
1,0.062785181312,-0.0033856518399999758,1.479934290e-03,6.278518131e-02
1,0.061177141376,-0.0033856518399999758,1.499934290e-03,6.117714138e-02
1,0.057961061504,-0.007405752959999984,1.519934290e-03,5.796106150e-02
1,0.057961061504,-0.007405752959999984,1.539934290e-03,5.796106150e-02
1,0.058765081472,-0.007405752959999984,1.559934290e-03,5.876508147e-02
1,0.060373121408,-0.007405752959999984,1.579934290e-03,6.037312141e-02
1,0.061177141376,-0.0033856518399999758,1.599934290e-03,6.117714138e-02
1,0.062785181312,-0.0033856518399999758,1.619934290e-03,6.278518131e-02
1,0.062785181312,0.0006344492800000323,1.639934290e-03,6.278518131e-02
1,0.06358920128000001,-0.0033856518399999758,1.659934290e-03,6.358920128e-02
1,0.062785181312,0.0006344492800000323,1.679934290e-03,6.278518131e-02
1,0.061177141376,-0.0033856518399999758,1.699934290e-03,6.117714138e-02
1,0.060373121408,-0.011425854079999992,1.719934290e-03,6.037312141e-02
1,0.058765081472,-0.007405752959999984,1.739934290e-03,5.876508147e-02
1,0.061981161344,-0.0033856518399999758,1.759934290e-03,6.198116134e-02
1,0.06358920128000001,-0.0033856518399999758,1.779934290e-03,6.358920128e-02
1,0.060373121408,-0.015445955199999972,1.799934290e-03,6.037312141e-02
1,0.05956910144,-0.011425854079999992,1.819934290e-03,5.956910144e-02
1,0.058765081472,-0.01946605631999998,1.839934290e-03,5.876508147e-02
1,0.05956910144,-0.011425854079999992,1.859934290e-03,5.956910144e-02
1,0.05956910144,-0.007405752959999984,1.879934290e-03,5.956910144e-02
1,0.057961061504,-0.011425854079999992,1.899934290e-03,5.796106150e-02
1,0.057961061504,-0.011425854079999992,1.919934290e-03,5.796106150e-02
1,0.061177141376,-0.011425854079999992,1.939934290e-03,6.117714138e-02
1,0.062785181312,-0.007405752959999984,1.959934290e-03,6.278518131e-02
1,0.061981161344,-0.015445955199999972,1.979934290e-03,6.198116134e-02
1,0.062785181312,-0.02750625855999997,1.999934290e-03,6.278518131e-02
1,0.061981161344,-0.02348615743999999,2.019934290e-03,6.198116134e-02
1,0.062785181312,-0.02348615743999999,2.039934290e-03,6.278518131e-02
1,0.062785181312,-0.015445955199999972,2.059934290e-03,6.278518131e-02
1,0.061981161344,-0.011425854079999992,2.079934290e-03,6.198116134e-02
1,0.062785181312,-0.011425854079999992,2.099934290e-03,6.278518131e-02
1,0.061981161344,-0.01946605631999998,2.119934290e-03,6.198116134e-02
1,0.061981161344,-0.02348615743999999,2.139934290e-03,6.198116134e-02
1,0.05956910144,-0.01946605631999998,2.159934290e-03,5.956910144e-02
1,0.058765081472,-0.03152635967999998,2.179934290e-03,5.876508147e-02
1,0.05956910144,-0.02348615743999999,2.199934290e-03,5.956910144e-02
1,0.060373121408,-0.01946605631999998,2.219934290e-03,6.037312141e-02
1,0.057961061504,-0.011425854079999992,2.239934290e-03,5.796106150e-02
1,0.056353021568,-0.007405752959999984,2.259934290e-03,5.635302157e-02
1,0.057157041536,-0.02348615743999999,2.279934290e-03,5.715704154e-02
1,0.057961061504,-0.015445955199999972,2.299934290e-03,5.796106150e-02
1,0.058765081472,-0.007405752959999984,2.319934290e-03,5.876508147e-02
1,0.061177141376,-0.015445955199999972,2.339934290e-03,6.117714138e-02
